acc_x_rms,acc_x_var,acc_x_mean_abs,acc_x_dom_freq,acc_x_fft_energy,acc_x_lowfreq_energy,acc_x_fft_var,acc_y_rms,acc_y_var,acc_y_mean_abs,acc_y_dom_freq,acc_y_fft_energy,acc_y_lowfreq_energy,acc_y_fft_var,acc_z_rms,acc_z_var,acc_z_mean_abs,acc_z_dom_freq,acc_z_fft_energy,acc_z_lowfreq_energy,acc_z_fft_var,acc_smv_rms,acc_smv_var,acc_smv_mean_abs,gyro_x_rms,gyro_x_var,gyro_x_mean_abs,gyro_x_dom_freq,gyro_x_fft_energy,gyro_x_lowfreq_energy,gyro_x_fft_var,gyro_y_rms,gyro_y_var,gyro_y_mean_abs,gyro_y_dom_freq,gyro_y_fft_energy,gyro_y_lowfreq_energy,gyro_y_fft_var,gyro_z_rms,gyro_z_var,gyro_z_mean_abs,gyro_z_dom_freq,gyro_z_fft_energy,gyro_z_lowfreq_energy,gyro_z_fft_var,gyro_smv_rms,gyro_smv_var,gyro_smv_mean_abs,activity
-0.6760400621431661,-0.5014647712274332,-0.6746708982960774,-0.488217384747605,-0.5064282616998509,-0.4851209398368478,-0.48626602226442006,-0.6066323440603991,-0.48911416230382115,-0.5929151608199857,-0.8865878850791812,-0.485727672487657,-0.4826713330605835,-0.4778448149058602,-0.5914734326144826,-0.47888088136061546,-0.5961053948393159,-0.8939840030012803,-0.47895753245648437,-0.4741439225396145,-0.4685699156143163,-0.6049905098315508,-0.4942917574486338,-0.6071805844251684,-0.6734691573658437,-0.5111533921632146,-0.6786599823908515,0.6499643808815521,-0.5341547749408441,-0.5243806521629713,-0.5216298276500941,-0.8300908488609969,-0.6257384418382365,-0.8178370784848836,-0.43632342443560723,-0.6510187702303785,-0.6269833927427896,-0.6378997945156951,-0.8798815200436574,-0.7218325724576767,-0.8745767722197777,3.1251217942581033,-0.6774442230860154,-0.6540816918043462,-0.6456270994634061,-0.7455902477510826,-0.5389697781523222,-0.7495595872773234,Still
-0.6343630595371209,-0.5007500170772949,-0.6311924624859494,-0.3972452012542625,-0.505711011181788,-0.4846367625084492,-0.48581891123948706,-0.5789412557525947,-0.48901493688980563,-0.5631200241224702,-0.8865878850791812,-0.48523001788385123,-0.48221045002065765,-0.47737107508655446,-0.5883452136421432,-0.4788070873864759,-0.5986293490842652,-0.8939840030012803,-0.4789641603730983,-0.4741884703595812,-0.4686429773775317,-0.5920722652400108,-0.4941997820186911,-0.5935254440198279,-0.6503428695282085,-0.5109474856015686,-0.65974383182149,-0.25346101339396404,-0.5339479696981222,-0.5243105965232104,-0.5215487504981502,-0.7211167421039311,-0.6214759054825671,-0.7232200843887598,-0.7407351159023101,-0.6460485438938749,-0.6206486905672127,-0.6329076346580242,-0.8122409017631262,-0.7196412643500418,-0.8156947782740378,-0.42457111236023265,-0.6757733680087402,-0.6526622958086413,-0.6446278159474156,-0.6916543023294764,-0.5372428693357,-0.7020908333316955,Standing
1.952553656971209,1.8848471675970482,1.8692281285768146,-0.12432865077423481,1.8835829996696236,1.8469636492082289,1.8170181337142817,1.996740031428799,2.0380035518362423,1.7451409436685104,1.1995012562835976,1.830646642668114,1.8458708212169213,1.7895474310021315,1.7189167450970448,1.3655056297214103,1.5216394182235735,1.0565265490015132,1.4611341878757618,1.4852741989780536,1.3697272537924772,1.8152931954981941,2.0797438503184225,1.6619894727612152,1.820222256328983,1.7293592767967834,1.636872246050958,-0.40403191243988346,1.6970204689122297,1.7126888190700655,1.6455526907546327,1.7618327103505842,1.9578081111537537,1.7066557907534954,-0.512426347302283,1.8482952473089718,1.2624560402691334,1.2704042561280824,1.7214648401595267,2.344346988671254,1.4384700407223727,-0.006960182169840129,1.6666238771989992,1.5176459294428828,1.4500115586761595,1.804380908198975,2.2431333522436336,1.6996598458223264,Jumping
-0.6305984550439427,-0.5007421152193566,-0.6183024005683554,-0.3972452012542625,-0.5054727600327287,-0.48420322585969366,-0.48544980922903663,-0.5770075101455213,-0.4890607451047012,-0.5584724467067249,-0.8865878850791812,-0.48511232012460787,-0.4820634180176062,-0.477201119080127,-0.5680982875875179,-0.47864571514829457,-0.5714272654599679,-0.8939840030012803,-0.4783855107058374,-0.47360097658937184,-0.4680284274153925,-0.5793850865911817,-0.4941165600723799,-0.5781922935814864,-0.6292702572677892,-0.5107605263063051,-0.6302802339007151,-0.7051737105317222,-0.5330907669862681,-0.5233332676252946,-0.5205979591422416,-0.7424660814185454,-0.6241969382372534,-0.7289552807566395,-0.7407351159023101,-0.6466316938490304,-0.6205650890377276,-0.6322578302733063,-0.8182154746902023,-0.720977950492038,-0.8068735835144789,-0.5637747557570302,-0.6753068461745501,-0.6516749537408266,-0.6432274647262692,-0.6891858228790387,-0.5380392572051947,-0.6912870880287171,Standing
-0.6779118471357642,-0.5014663151414399,-0.6765858162756239,-0.488217384747605,-0.5064348179565413,-0.4851277675457225,-0.4862730269136361,-0.6072894226188571,-0.4891151525479417,-0.5935662494719358,-0.8865878850791812,-0.485728356421406,-0.48267199870852134,-0.47784521664025964,-0.5925958645188916,-0.4788808765034325,-0.5977791481998983,-0.8939840030012803,-0.4789769013331922,-0.47416444271683444,-0.4685942295829597,-0.6059647851989566,-0.49429175798969865,-0.6084052390883601,-0.6736125353125425,-0.5111534719525803,-0.6788317282673675,0.2735371332667536,-0.5341548563770033,-0.5243806695048258,-0.5216298516187955,-0.8302292317028599,-0.6257386031685596,-0.8180659347482686,0.32470580423115,-0.6510189512423534,-0.6269835699521739,-0.637899880299743,-0.8800722749963107,-0.7218328709365239,-0.8747296489061521,0.4106507480205523,-0.677444464139827,-0.654081819640699,-0.6456271471879067,-0.7457293128516931,-0.5389698032210315,-0.7497249094625972,Still
1.2543409110566819,0.7890250300262874,1.0906522112627943,-0.033356467280892275,0.7820311773906856,0.5935479699466748,0.5205412305496258,1.193436977719915,0.6893603571750644,0.7191398044548728,1.1995012562835976,0.6487129549364777,0.622663149422529,0.5053465138737234,0.8620999205737063,0.286083730147933,0.7142375479410508,1.5441541870022113,0.2659178573986526,0.19090406331458504,0.058611818180926305,0.9879628606843308,0.7817960169847858,0.8003934839417933,1.2714713778086342,0.8520857807205785,1.0591453531027353,-0.3287464629169238,0.8234114624570681,0.7398928194259973,0.6088402063497393,1.3812458946762645,1.2676887957119747,1.2742093117963862,0.8574262642978803,1.1571202409458299,0.5830502751792346,0.8264518671665702,1.571289265552774,1.9770443415455787,1.3677804962665558,-0.2157656472650364,1.4221165843438195,1.0546508147835822,1.0583556370373133,1.3142980618974538,1.404834975133361,1.1964150702894283,Jumping
-0.1940739438945729,-0.42350079504806887,-0.17164787196049744,0.9673375511458758,-0.4216081247454748,-0.4497854383007851,-0.40532984606184835,-0.2614348057903442,-0.4448178698667034,-0.2601675150774058,1.1995012562835976,-0.44405812963052205,-0.4452195289270152,-0.43832571201995624,-0.3505811174933157,-0.4556239950720405,-0.3139053151085079,1.0565265490015132,-0.45700965467979543,-0.4585199280378346,-0.44814863352670237,-0.3124516014571733,-0.4758438341223682,-0.28079335515197373,-0.3056226078154073,-0.4623701880095743,-0.3253633581308799,0.198251683743794,-0.4852526225320274,-0.4879497684163594,-0.4751749625950553,-0.14201742870776238,-0.4396173712165842,-0.15987316445299404,0.47691164996450147,-0.47737272777262413,-0.4898798121052265,-0.45388489795062587,0.30236519311905696,-0.08547840480885155,0.32132031394094224,-0.42457111236023265,-0.19387301337916146,-0.2153682998424936,-0.13121378098922915,-0.2029402146129338,-0.45733153920350295,-0.18731085904811898,Walking
2.031354220320241,2.027718458217661,2.0565774225610345,-0.12432865077423481,2.030947505982117,2.103988273838819,1.95822960548824,2.015991131450702,1.8872208538591213,2.1619488243578164,1.1995012562835976,2.0262786493792437,1.9932605129168481,2.025240250312135,2.336102341487643,2.585790067429334,2.4192404138321004,1.0565265490015132,2.524457541991899,2.532307393730197,2.5944259586723053,2.231758631387636,2.2160429538694935,2.2871626013670947,2.023380484673016,2.1092353631050758,2.017353771862828,-0.40403191243988346,2.0751677311797745,2.0472089743336332,2.0719736791586514,1.742848258354226,1.9672850939893893,1.67746543462922,-0.512426347302283,1.7678323464089039,1.856534189946165,1.8340770554782886,1.195897890151486,1.2224255194241531,1.2419007222465726,-0.07656200386823891,0.8224405315612237,0.8603834807562063,0.7514138870053962,1.920903101237837,1.9688627933978888,1.913548255059328,Jumping
-0.17964871422127437,-0.4179802785903121,-0.16797446090230683,1.0583097346392183,-0.4173228936851226,-0.44259142119008754,-0.39996898917394585,-0.2641153723954126,-0.44634860988829833,-0.2655878731547388,1.1995012562835976,-0.4439718852989637,-0.4455165158677389,-0.4397135091550197,-0.3296596463678476,-0.451660192160486,-0.3206275156809688,1.0565265490015132,-0.4532037357962929,-0.4568500491220534,-0.4467610196885462,-0.2999326828832175,-0.46851377983081416,-0.2799960931208161,-0.319184628127302,-0.4657659319318958,-0.3386777592558526,0.2735371332667536,-0.4889106101951305,-0.49013298988488013,-0.4831285301988116,-0.09754084679256059,-0.4158121783552601,-0.09648626933505644,0.5530145728311772,-0.4533569118628563,-0.4477293030787321,-0.41415484386391704,0.42349636819655834,0.05127365316905997,0.4321433013826264,-0.42457111236023265,-0.08980859632727779,-0.10586843093669071,-0.015516300391471855,-0.1790812063401524,-0.4429654280481162,-0.168593354235183,Walking
-0.12819007622923512,-0.40701717408128757,-0.10238893166941015,1.0583097346392183,-0.3909851074419372,-0.40973873057902926,-0.376084812708548,-0.251149840859838,-0.4431791262582898,-0.24685768131595476,1.1995012562835976,-0.4406771746559266,-0.4431603076382904,-0.43740310987235576,-0.31553491849960513,-0.4489194804304272,-0.30194139695592065,1.0565265490015132,-0.45035788479224387,-0.45332402799524063,-0.4434020110075219,-0.2822873785865152,-0.4675542116922895,-0.2565635231395929,-0.2922317690149062,-0.4586890642094641,-0.2920288295359718,0.2735371332667536,-0.48170881467271165,-0.48198171915664445,-0.4759732319474843,-0.02899692080381711,-0.3735773215533223,-0.013723118901883935,0.24860288136447428,-0.41585859822858307,-0.396947470278493,-0.38133117752475526,0.3851993516214328,0.0012880445084532187,0.3701584849629725,-0.42457111236023265,-0.11977306792940867,-0.1507091258763747,-0.06617008270421258,-0.15568577545875215,-0.43710759175427105,-0.14277608577494913,Walking
-0.6328516481104893,-0.501197044475807,-0.6253643687838877,-0.488217384747605,-0.5051689651302225,-0.48388848918374944,-0.4848776829659396,-0.5843133425249575,-0.4890548307684308,-0.5689881527334687,-0.8865878850791812,-0.48538799342399597,-0.4823614487323243,-0.477512718622533,-0.5858746437700885,-0.4788537717021095,-0.5904995923509365,-0.8939840030012803,-0.47886090237867135,-0.47405731168133886,-0.4684843415408593,-0.5923651205553323,-0.49423782972202857,-0.5928222171535108,-0.6600549126880042,-0.5110872169420261,-0.6654578142547495,-0.7051737105317222,-0.5340752070422865,-0.5243215166461028,-0.5215816516554809,-0.7480901870352474,-0.6230147806676802,-0.7419318900080796,-0.5885292701689587,-0.6484433686030787,-0.623304802579571,-0.6347914844493331,-0.8395571127361594,-0.7210439688747038,-0.833934179656449,-0.42457111236023265,-0.6768143701076933,-0.6535658152566145,-0.6452379009999009,-0.7071688783857629,-0.5382935821992997,-0.7128676093969991,Standing
2.2207544507443213,2.391948279826827,2.2256987707802014,-0.12432865077423481,2.3992482278554377,2.4086710777446596,2.532721145743918,2.334214534880455,2.553004062213367,2.452912702555672,1.1995012562835976,2.6254111439612116,2.6477209563762343,2.7161279302567953,2.343723661071773,2.5870849525017543,2.3711312900467942,1.0565265490015132,2.5538829146090873,2.521722619919252,2.546840045325002,2.333953313698544,2.519028735997509,2.3636679681132544,2.2505153159070126,2.565619194054167,2.3014314671992815,-0.40403191243988346,2.5364557180136065,2.5686540838126053,2.670267407055941,1.8261278788659703,2.139119164769733,1.7913910607884633,-0.43632342443560723,1.9255627157236979,1.7305883970231444,1.8820924042396345,1.3382564453416332,1.5154943424254907,1.2626583739918813,-0.14616382556663762,1.0217737511065978,1.1029228661561468,0.9792953985574298,2.1205911233639245,2.3286254609790205,2.11816394999629,Jumping
1.4523192845792794,1.059847415468869,1.4492013090967444,-0.12432865077423481,1.065996952165394,0.9092271585030207,0.7932316200278349,1.7176503578961881,1.487165402359042,1.774778403328307,1.1995012562835976,1.3939668751838108,1.3715518869943293,1.3270337743159388,2.027557752928548,2.0068210643653566,2.2113373669834084,1.0565265490015132,1.8985133896083835,1.8770473298140682,1.9002415017171845,1.9091215838049325,1.5875959220198963,1.9727879272423594,1.5104930617258305,1.1814616062286796,1.4752707407480243,-0.40403191243988346,1.2033015514345597,1.081278559337259,1.0445170494110374,1.8043951630591695,2.0831827469753863,1.7349955037250613,-0.512426347302283,1.8939542089442363,2.1100039374662036,2.0247881092115834,1.0975010668416763,1.031289230566862,1.1119465366922612,-0.2853674689634351,0.6923725787208725,0.5860207519119004,0.43815580105526825,1.5386605094970087,1.3384630738941918,1.5237243529676385,Jumping
-0.618640591842983,-0.500778629941936,-0.6109874346576168,-0.488217384747605,-0.5045226217857257,-0.483349590176545,-0.4843913389822888,-0.57938288316493,-0.48897592886365715,-0.5639467267119435,-0.8865878850791812,-0.4852806662325574,-0.4822772607681357,-0.477448913426739,-0.5768278071058736,-0.4787088562012188,-0.5834058090957349,-0.8939840030012803,-0.4787099335067856,-0.47393609701563444,-0.4683938394098312,-0.5840881212760886,-0.49411324190803485,-0.5846804324028315,-0.6307111338482716,-0.5105043925318281,-0.639945204916893,-0.6298882610087624,-0.5334376603703821,-0.5236966933434662,-0.521016688672732,-0.6528776334649558,-0.6133886587051208,-0.6705460422054517,-0.512426347302283,-0.6391692063312396,-0.6093947922267637,-0.6231680354630007,-0.7948794805209168,-0.7185766591441989,-0.7985020784910472,-0.42457111236023265,-0.6747083332317851,-0.6513815508089629,-0.643232605538428,-0.658095114091154,-0.5343507327875473,-0.6733670401140059,Standing
-0.1417637730207914,-0.4073101318047368,-0.23741052086037487,-0.12432865077423481,-0.40081920749180755,-0.4053923509779942,-0.41135079674043173,-0.37070632218730254,-0.4721256726178412,-0.345763483432286,-0.8865878850791812,-0.46288098337263556,-0.4649775328223201,-0.4611990432967858,-0.22600413645365372,-0.4313898893877427,-0.19379321146420164,-0.8939840030012803,-0.4261319013089828,-0.42391812041126614,-0.42219512473167337,-0.2553524164375554,-0.4468980611014967,-0.26131279783359473,0.5351203353855137,-0.24051154024704902,0.8189650630065797,-0.7051737105317222,0.24526775855176822,0.2519386624731109,0.2817012857882673,1.2234242826172859,0.14241817349983785,1.557824292371864,-0.7407351159023101,1.7141899653917467,2.685702837383569,2.5232906993471094,1.669555221254962,0.2978078509067498,2.1122952813332065,-0.5637747557570302,3.036440918332118,3.3611659277721855,3.6787102891916477,0.7955270673983617,-0.3484582554665325,0.9866975962742622,Jumping
-0.6308239617538024,-0.500825916891494,-0.6260827111815345,-0.488217384747605,-0.5054042917627828,-0.4843088718325567,-0.48548204085592733,-0.5820136158856076,-0.4890345738515597,-0.5669676236889225,-0.8865878850791812,-0.4853277648083141,-0.4823075667744093,-0.477469886590155,-0.5858427230261205,-0.47881005329371823,-0.5939138903110052,-0.8939840030012803,-0.4789014004139297,-0.47412143013245,-0.46856673458029724,-0.5913904684671561,-0.49418806251711156,-0.5929246128048071,-0.6496304336830979,-0.510936756126174,-0.6584066250117604,-0.40403191243988346,-0.5339337882281772,-0.5242907272900212,-0.5215354251564628,-0.7189009635511232,-0.6208598161420823,-0.7200515501365096,-0.5885292701689587,-0.6462637001566849,-0.6210292744986152,-0.6331721512293296,-0.8121247900245891,-0.7196796106071208,-0.8130991983768604,-0.49417293405863133,-0.675732919930842,-0.6526132623552691,-0.6445840102900028,-0.6905924253368668,-0.5373048128596788,-0.6998716899718002,Standing
-0.18379073250548197,-0.4302131662211224,-0.17485398190806192,-0.488217384747605,-0.4079607541898944,-0.39611300727920173,-0.3866003071087995,-0.2938155303398047,-0.4512605631226029,-0.2883620745928435,1.1995012562835976,-0.45269213169954886,-0.4537938396514545,-0.4497405007075433,-0.3405951155482607,-0.45381650414734975,-0.3061550405441159,1.0565265490015132,-0.4551874937548715,-0.4571989404595309,-0.4501424398172349,-0.315496158695278,-0.4741760989007531,-0.28905441886464645,-0.2847046356033973,-0.45676773213597965,-0.26789633987669903,-0.4793173619628431,-0.479456773222779,-0.4797147692048124,-0.47672933002529,-0.10745627519857674,-0.42074391186941734,-0.18536409594662953,-0.05580881010222857,-0.45929898789816137,-0.4208223665992841,-0.4462518723305092,-0.052178234152957186,-0.41412127493795536,-0.06767700662693439,0.6194562131157486,-0.4365625253833592,-0.44654352500281885,-0.42267605777990164,-0.23339593849489054,-0.4499117890381654,-0.23438673609988253,Walking
-0.6698591463205024,-0.5014318900160036,-0.673657215482663,4.697197074372921,-0.506399933972058,-0.4851246277965282,-0.4862609072409973,-0.6055396123171847,-0.489111693846283,-0.5927491540437811,0.1564566856022082,-0.4857259738650208,-0.48267197164979675,-0.47784510071884273,-0.575033763617668,-0.47856718691730726,-0.5832897559169649,-0.4063563650005819,-0.4787716853100839,-0.47408700799522835,-0.46854603550502516,-0.5915453379819036,-0.4940231295525951,-0.5983920527740939,-0.6595951834534014,-0.5110755789513083,-0.6753682793457377,3.28495511418514,-0.5340769305999109,-0.5243739026379618,-0.5216126771982779,-0.7696141207156462,-0.6242252132412461,-0.8041583992929213,3.292719796031503,-0.6496034183067619,-0.6268074653979766,-0.6374907115131917,-0.8790105152898298,-0.7218307762503866,-0.8738193804021588,3.89074183294049,-0.6774427406633453,-0.654081135630631,-0.6456268212013196,-0.7172243886297407,-0.5378439561638169,-0.7434535272459357,Still
-0.6697923594257275,-0.5014307523782368,-0.6730774883299921,-0.3972452012542625,-0.5064001706788892,-0.48512455221529616,-0.48625954535877125,-0.6051406498884806,-0.4891108511078606,-0.591951756577892,-0.3650655997384865,-0.485724912122542,-0.48267083732957156,-0.47784411387940356,-0.5651675757552634,-0.4785017989875076,-0.566010027518635,-0.8939840030012803,-0.4783680462693446,-0.473658760913824,-0.4681073406224189,-0.5835729554019491,-0.4939976883261485,-0.5865591620397678,-0.6595899680628584,-0.5110754932217998,-0.6751876374186976,3.28495511418514,-0.534076944303199,-0.5243738140115679,-0.5216123671617927,-0.7696044341098741,-0.6242239014082985,-0.8036062263648973,3.292719796031503,-0.6496040780162022,-0.6268075077828902,-0.6374843622323938,-0.8784583629567762,-0.7218305244381541,-0.8728991846335051,-0.5637747557570302,-0.6774405843553215,-0.6540783740797811,-0.645624119019445,-0.7172143768144755,-0.5378476746385424,-0.743153978677506,Still
-0.6778432124667659,-0.5014660961186045,-0.6764854178063431,-0.488217384747605,-0.5064348205595953,-0.4851278722255261,-0.4862732743245301,-0.60718106296708,-0.4891151312489033,-0.59341774955124,-0.8865878850791812,-0.4857281605420786,-0.48267183001049796,-0.4778450216157653,-0.5922277717442535,-0.4788808715933218,-0.5972312613761428,-0.8939840030012803,-0.47897074571253845,-0.4741579133051099,-0.4685864719091497,-0.6056618372933414,-0.4942917539060485,-0.608024639409669,-0.673573991627483,-0.5111534503310259,-0.6788022685112487,-0.17817556387100444,-0.5341548368926984,-0.5243806453228642,-0.5216298444956848,-0.8301508917467607,-0.6257385096841057,-0.8179836610194042,0.32470580423115,-0.6510188573174571,-0.626983523986692,-0.6378999193473422,-0.8800564861279626,-0.7218328573390089,-0.8747514854682702,0.3410489263221536,-0.6774444481323333,-0.6540816949895842,-0.6456271897569447,-0.745684977653593,-0.538969752860214,-0.7496905120357451,Still
-0.6316125333150894,-0.5011225926076337,-0.6242045619172689,-0.488217384747605,-0.5051614901425964,-0.48395397289396413,-0.4849756380971157,-0.5845926577978411,-0.4890494080327759,-0.5697270527011183,-0.8865878850791812,-0.48540161759157113,-0.48237577524211045,-0.47753199296267845,-0.5851090578842025,-0.4788229498734566,-0.5911213849673103,-0.8939840030012803,-0.47886999037884276,-0.47408564366420197,-0.4685182984743793,-0.5918654863780274,-0.4942170644097797,-0.5927461547343114,-0.6568495107196807,-0.5110445458401346,-0.6629255581504879,-0.6298882610087624,-0.5340446355333369,-0.5243061167166072,-0.521575437297239,-0.7283021932309967,-0.621652031930385,-0.7240066171199553,-0.5885292701689587,-0.6470101126990884,-0.621316639788778,-0.6333489710102319,-0.8245078471709064,-0.7203708037255857,-0.8198639532039349,-0.49417293405863133,-0.676292289634574,-0.65292071164312,-0.6446797120331617,-0.6974357479682429,-0.5379141064057493,-0.7036024643389703,Standing
-0.6771289123631634,-0.501465714628942,-0.6756743931927152,-0.488217384747605,-0.5064326072077033,-0.4851257121134306,-0.4862708272017711,-0.6070202134419421,-0.48911513810923063,-0.5932153251779403,-0.8865878850791812,-0.4857278100572301,-0.48267146676843037,-0.4778446521726678,-0.591601246692972,-0.4788808872754036,-0.5962949369050052,-0.8939840030012803,-0.47895981983266217,-0.4741463233555984,-0.4685727506557157,-0.6051367611920012,-0.4942917802006413,-0.6073630494713853,-0.6735263411100127,-0.5111534232251428,-0.6787436396525035,1.4028188761111484,-0.5341548121226651,-0.5243806499874012,-0.5216298250769164,-0.8301893267622549,-0.6257385604977178,-0.817936021341835,0.32470580423115,-0.6510189012580633,-0.6269834557165226,-0.6378998709198752,-0.8799463520831271,-0.721832669846742,-0.8746234966914127,0.3410489263221536,-0.6774443185995376,-0.6540817909659707,-0.6456271684085757,-0.7456563593927884,-0.5389697847399695,-0.7496402873126895,Still
-0.6257756880300188,-0.5010976689906143,-0.6077499521145164,-0.488217384747605,-0.5047729032521234,-0.4833743471616299,-0.48447364541520643,-0.5777582432893875,-0.48909946947610533,-0.5583125366688274,-0.8865878850791812,-0.48511023305323364,-0.4820431076731184,-0.47716046690444097,-0.5596733978928987,-0.4787664207681912,-0.5515433784455671,-0.8939840030012803,-0.47780224907190777,-0.4729748420013824,-0.4673015398472973,-0.5733740307326801,-0.4942275878175397,-0.5684570094911875,-0.6195171136837212,-0.5109744478892806,-0.6100795466164363,-0.7051737105317222,-0.5321793777618481,-0.5223631959784418,-0.519486339349501,-0.7486444969583324,-0.6254465327259294,-0.7225087233487414,-0.7407351159023101,-0.6462455475360963,-0.619882284704043,-0.6308567461982378,-0.8074758578511025,-0.7213547035098632,-0.7854617592413167,-0.5637747557570302,-0.6739993438203329,-0.6501217468313626,-0.6414227329684902,-0.6836860815193335,-0.5388313853320568,-0.6785044803473522,Standing
-0.22076979837402416,-0.43090033494603147,-0.2051076503848564,0.9673375511458758,-0.4316020087429108,-0.45051200933679203,-0.416867939048073,-0.2572306670533682,-0.44398512022874176,-0.2557988999334339,1.1995012562835976,-0.442827929780014,-0.44438328361822876,-0.4426491308605098,-0.33227979248855005,-0.4523089699981678,-0.3084352335968043,1.0565265490015132,-0.4535683681727274,-0.45551610732471065,-0.4468423532315148,-0.3036020641419834,-0.47192138630554425,-0.2773742974461162,-0.2971888732132985,-0.4599494533174952,-0.3118697472532836,0.198251683743794,-0.48315250321026115,-0.48330488546596506,-0.4774862493513327,-0.1367181927244784,-0.43663705992453944,-0.1391420950102693,0.47691164996450147,-0.4747991080772031,-0.46101791149998156,-0.4514207121892032,0.37384937829781945,-0.0077591760870051926,0.39843371347908874,-0.42457111236023265,-0.13261505961005815,-0.1299822865170226,-0.11063378136992778,-0.18558115761166813,-0.45321225807111565,-0.16831580058772672,Walking
